iShares S&P 100 ETF,,,,,,,,,,,
Inception Date,"Oct 23, 2000",,,,,,,,,,
Fund Holdings as of,"Dec 29, 2017",,,,,,,,,,
Total Net Assets,"5,035,011,867.70",,,,,,,,,,
Shares Outstanding,"42,500,000.00",,,,,,,,,,
Stock,-,,,,,,,,,,
Bond,-,,,,,,,,,,
Cash,-,,,,,,,,,,
Other,-,,,,,,,,,,
 ,,,,,,,,,,,
Ticker,Name,Asset Class,Weight (%),Price,Shares,Market Value,Notional Value,Sector,SEDOL,ISIN,Exchange
AAPL,APPLE INC,Equity,6.01,169.23,"1,788,584.00","302,682,070.32","302,682,070.32",Information Technology,2046251,US0378331005,NASDAQ
MSFT,MICROSOFT CORP,Equity,4.57,85.54,"2,687,446.00","229,884,130.84","229,884,130.84",Information Technology,2588173,US5949181045,NASDAQ
AMZN,AMAZON COM INC,Equity,3.24,"1,169.47","139,327.00","162,938,746.69","162,938,746.69",Consumer Discretionary,2000019,US0231351067,NASDAQ
FB,FACEBOOK CLASS A INC,Equity,2.91,176.46,"830,766.00","146,596,968.36","146,596,968.36",Information Technology,B7TL820,US30303M1027,NASDAQ
BRKB,BERKSHIRE HATHAWAY INC CLASS B,Equity,2.64,198.22,"670,383.00","132,883,318.26","132,883,318.26",Financials,2073390,US0846707026,New York Stock Exchange Inc.
JNJ,JOHNSON & JOHNSON,Equity,2.6,139.72,"935,874.00","130,760,315.28","130,760,315.28",Health Care,2475833,US4781601046,New York Stock Exchange Inc.
JPM,JPMORGAN CHASE & CO,Equity,2.57,106.94,"1,208,710.00","129,259,447.40","129,259,447.40",Financials,2190385,US46625H1005,New York Stock Exchange Inc.
XOM,EXXON MOBIL CORP,Equity,2.45,83.64,"1,476,089.00","123,460,083.96","123,460,083.96",Energy,2326618,US30231G1022,New York Stock Exchange Inc.
GOOG,ALPHABET INC CLASS C,Equity,2.19,"1,046.40","105,156.00","110,035,238.40","110,035,238.40",Information Technology,BYY88Y7,US02079K1079,NASDAQ
GOOGL,ALPHABET INC CLASS A,Equity,2.17,"1,053.40","103,827.00","109,371,361.80","109,371,361.80",Information Technology,BYVY8G0,US02079K3059,NASDAQ
BAC,BANK OF AMERICA CORP,Equity,1.98,29.52,"3,379,243.00","99,755,253.36","99,755,253.36",Financials,2295677,US0605051046,New York Stock Exchange Inc.
WFC,WELLS FARGO,Equity,1.86,60.67,"1,543,870.00","93,666,592.90","93,666,592.90",Financials,2649100,US9497461015,New York Stock Exchange Inc.
T,AT&T INC,Equity,1.65,38.88,"2,138,925.00","83,161,404.00","83,161,404.00",Telecommunications,2831811,US00206R1023,New York Stock Exchange Inc.
CVX,CHEVRON CORP,Equity,1.65,125.19,"661,664.00","82,833,716.16","82,833,716.16",Energy,2838555,US1667641005,New York Stock Exchange Inc.
PG,PROCTER & GAMBLE,Equity,1.62,91.88,"887,657.00","81,557,925.16","81,557,925.16",Consumer Staples,2704407,US7427181091,New York Stock Exchange Inc.
HD,HOME DEPOT INC,Equity,1.53,189.53,"406,795.00","77,099,856.35","77,099,856.35",Consumer Discretionary,2434209,US4370761029,New York Stock Exchange Inc.
INTC,INTEL CORPORATION CORP,Equity,1.49,46.16,"1,630,319.00","75,255,525.04","75,255,525.04",Information Technology,2463247,US4581401001,NASDAQ
VZ,VERIZON COMMUNICATIONS INC,Equity,1.49,52.93,"1,421,084.00","75,217,976.12","75,217,976.12",Telecommunications,2090571,US92343V1044,New York Stock Exchange Inc.
PFE,PFIZER INC,Equity,1.49,36.22,"2,076,466.00","75,209,598.52","75,209,598.52",Health Care,2684703,US7170811035,New York Stock Exchange Inc.
UNH,UNITEDHEALTH GROUP INC,Equity,1.48,220.46,"337,583.00","74,423,548.18","74,423,548.18",Health Care,2917766,US91324P1021,New York Stock Exchange Inc.
V,VISA INC CLASS A,Equity,1.43,114.02,"631,736.00","72,030,538.72","72,030,538.72",Information Technology,B2PZN04,US92826C8394,New York Stock Exchange Inc.
C,CITIGROUP INC,Equity,1.36,74.41,"921,061.00","68,536,149.01","68,536,149.01",Financials,2297907,US1729674242,New York Stock Exchange Inc.
CSCO,CISCO SYSTEMS INC,Equity,1.31,38.3,"1,722,155.00","65,958,536.50","65,958,536.50",Information Technology,2198163,US17275R1023,NASDAQ
CMCSA,COMCAST A CORP,Equity,1.29,40.05,"1,624,859.00","65,075,602.95","65,075,602.95",Consumer Discretionary,2044545,US20030N1019,NASDAQ
KO,COCA-COLA,Equity,1.22,45.88,"1,335,817.00","61,287,283.96","61,287,283.96",Consumer Staples,2206657,US1912161007,New York Stock Exchange Inc.
PEP,PEPSICO INC,Equity,1.18,119.92,"495,417.00","59,410,406.64","59,410,406.64",Consumer Staples,2681511,US7134481081,NASDAQ
DWDP,DOWDUPONT INC,Equity,1.15,71.22,"815,156.00","58,055,410.32","58,055,410.32",Materials,BYP66M4,US26078J1007,New York Stock Exchange Inc.
BA,BOEING,Equity,1.14,294.91,"195,027.00","57,515,412.57","57,515,412.57",Industrials,2108601,US0970231058,New York Stock Exchange Inc.
