iShares S&P 100 ETF,,,,,,,,,,,
Inception Date,"Oct 23, 2000",,,,,,,,,,
Fund Holdings as of,"Aug 31, 2017",,,,,,,,,,
Total Net Assets,"4,820,847,873.17",,,,,,,,,,
Shares Outstanding,"43,850,000.00",,,,,,,,,,
Stock,-,,,,,,,,,,
Bond,-,,,,,,,,,,
Cash,-,,,,,,,,,,
Other,-,,,,,,,,,,
 ,,,,,,,,,,,
Ticker,Name,Asset Class,Weight (%),Price,Shares,Market Value,Notional Value,Sector,SEDOL,ISIN,Exchange
AAPL,APPLE INC,Equity,6.37,164,"1,864,052.00","305,704,528.00","305,704,528.00",Information Technology,2046251,US0378331005,NASDAQ
MSFT,MICROSOFT CORP,Equity,4.3,74.77,"2,760,236.00","206,382,845.72","206,382,845.72",Information Technology,2588173,US5949181045,NASDAQ
FB,FACEBOOK CLASS A INC,Equity,3.03,171.97,"845,082.00","145,328,751.54","145,328,751.54",Information Technology,B7TL820,US30303M1027,NASDAQ
AMZN,AMAZON COM INC,Equity,2.9,980.6,"141,835.00","139,083,401.00","139,083,401.00",Consumer Discretionary,2000019,US0231351067,NASDAQ
JNJ,JOHNSON & JOHNSON,Equity,2.66,132.37,"963,100.00","127,485,547.00","127,485,547.00",Health Care,2475833,US4781601046,New York Stock Exchange Inc.
BRKB,BERKSHIRE HATHAWAY INC CLASS B,Equity,2.56,181.16,"679,104.00","123,026,480.64","123,026,480.64",Financials,2073390,US0846707026,New York Stock Exchange Inc.
XOM,EXXON MOBIL CORP,Equity,2.41,76.33,"1,514,906.00","115,632,774.98","115,632,774.98",Energy,2326618,US30231G1022,New York Stock Exchange Inc.
JPM,JPMORGAN CHASE & CO,Equity,2.41,90.89,"1,270,196.00","115,448,114.44","115,448,114.44",Financials,2190385,US46625H1005,New York Stock Exchange Inc.
GOOGL,ALPHABET INC CLASS A,Equity,2.12,955.24,"106,409.00","101,646,133.16","101,646,133.16",Information Technology,BYVY8G0,US02079K3059,NASDAQ
GOOG,ALPHABET INC CLASS C,Equity,2.09,939.33,"106,680.00","100,207,724.40","100,207,724.40",Information Technology,BYY88Y7,US02079K1079,NASDAQ
BAC,BANK OF AMERICA CORP,Equity,1.77,23.89,"3,558,000.00","85,000,620.00","85,000,620.00",Financials,2295677,US0605051046,New York Stock Exchange Inc.
PG,PROCTER & GAMBLE,Equity,1.76,92.27,"914,399.00","84,371,595.73","84,371,595.73",Consumer Staples,2704407,US7427181091,New York Stock Exchange Inc.
T,AT&T INC,Equity,1.72,37.46,"2,198,032.00","82,338,278.72","82,338,278.72",Telecommunications,2831811,US00206R1023,New York Stock Exchange Inc.
WFC,WELLS FARGO,Equity,1.71,51.07,"1,607,975.00","82,119,283.25","82,119,283.25",Financials,2649100,US9497461015,New York Stock Exchange Inc.
GE,GENERAL ELECTRIC,Equity,1.59,24.55,"3,113,537.00","76,437,333.35","76,437,333.35",Industrials,2380498,US3696041033,New York Stock Exchange Inc.
CVX,CHEVRON CORP,Equity,1.52,107.62,"677,341.00","72,895,438.42","72,895,438.42",Energy,2838555,US1667641005,New York Stock Exchange Inc.
PFE,PFIZER INC,Equity,1.51,33.92,"2,133,623.00","72,372,492.16","72,372,492.16",Health Care,2684703,US7170811035,New York Stock Exchange Inc.
VZ,VERIZON COMMUNICATIONS INC,Equity,1.46,47.97,"1,458,455.00","69,962,086.35","69,962,086.35",Telecommunications,2090571,US92343V1044,New York Stock Exchange Inc.
CMCSA,COMCAST A CORP,Equity,1.43,40.61,"1,692,037.00","68,713,622.57","68,713,622.57",Consumer Discretionary,2044545,US20030N1019,NASDAQ
UNH,UNITEDHEALTH GROUP INC,Equity,1.43,198.9,"344,529.00","68,526,818.10","68,526,818.10",Health Care,2917766,US91324P1021,New York Stock Exchange Inc.
V,VISA INC CLASS A,Equity,1.42,103.52,"660,071.00","68,330,549.92","68,330,549.92",Information Technology,B2PZN04,US92826C8394,New York Stock Exchange Inc.
C,CITIGROUP INC,Equity,1.4,68.03,"984,343.00","66,964,854.29","66,964,854.29",Financials,2297907,US1729674242,New York Stock Exchange Inc.
PM,PHILIP MORRIS INTERNATIONAL INC,Equity,1.35,116.93,"555,281.00","64,929,007.33","64,929,007.33",Consumer Staples,B2PKRQ3,US7181721090,New York Stock Exchange Inc.
HD,HOME DEPOT INC,Equity,1.33,149.87,"427,436.00","64,059,833.32","64,059,833.32",Consumer Discretionary,2434209,US4370761029,New York Stock Exchange Inc.
KO,COCA-COLA,Equity,1.3,45.55,"1,374,771.00","62,620,819.05","62,620,819.05",Consumer Staples,2206657,US1912161007,New York Stock Exchange Inc.
MRK,MERCK & CO INC,Equity,1.3,63.86,"977,877.00","62,447,225.22","62,447,225.22",Health Care,2778844,US58933Y1055,New York Stock Exchange Inc.
PEP,PEPSICO INC,Equity,1.23,115.73,"510,718.00","59,105,394.14","59,105,394.14",Consumer Staples,2681511,US7134481081,New York Stock Exchange Inc.
