iShares S&P 100 ETF,,,,,,,,,,,
Inception Date,"Oct 23, 2000",,,,,,,,,,
Fund Holdings as of,"Apr 28, 2017",,,,,,,,,,
Total Net Assets,"4,784,985,336.13",,,,,,,,,,
Shares Outstanding,"45,250,000.00",,,,,,,,,,
Stock,-,,,,,,,,,,
Bond,-,,,,,,,,,,
Cash,-,,,,,,,,,,
Other,-,,,,,,,,,,
 ,,,,,,,,,,,
Ticker,Name,Asset Class,Weight (%),Price,Shares,Market Value,Notional Value,Sector,SEDOL,ISIN,Exchange
AAPL,APPLE INC,Equity,5.84,143.65,"1,943,746.00","279,219,112.90","279,219,112.90",Information Technology,2046251,US0378331005,NASDAQ
MSFT,MICROSOFT CORP,Equity,4.1,68.46,"2,862,893.00","195,993,654.78","195,993,654.78",Information Technology,2588173,US5949181045,NASDAQ
AMZN,AMAZON COM INC,Equity,2.84,924.99,"146,727.00","135,721,007.73","135,721,007.73",Consumer Discretionary,2000019,US0231351067,NASDAQ
FB,FACEBOOK CLASS A INC,Equity,2.74,150.25,"872,542.00","131,099,435.50","131,099,435.50",Information Technology,B7TL820,US30303M1027,NASDAQ
XOM,EXXON MOBIL CORP,Equity,2.62,81.65,"1,536,195.00","125,430,321.75","125,430,321.75",Energy,2326618,US30231G1022,New York Stock Exchange Inc.
JNJ,JOHNSON & JOHNSON,Equity,2.59,123.47,"1,005,247.00","124,117,847.09","124,117,847.09",Health Care,2475833,US4781601046,New York Stock Exchange Inc.
BRKB,BERKSHIRE HATHAWAY INC CLASS B,Equity,2.43,165.21,"703,660.00","116,251,668.60","116,251,668.60",Financials,2073390,US0846707026,New York Stock Exchange Inc.
JPM,JPMORGAN CHASE & CO,Equity,2.41,87,"1,323,339.00","115,130,493.00","115,130,493.00",Financials,2190385,US46625H1005,New York Stock Exchange Inc.
GOOGL,ALPHABET INC CLASS A,Equity,2.13,924.52,"110,084.00","101,774,859.68","101,774,859.68",Information Technology,BYVY8G0,US02079K3059,NASDAQ
GOOG,ALPHABET INC CLASS C,Equity,2.07,905.96,"109,477.00","99,181,782.92","99,181,782.92",Information Technology,BYY88Y7,US02079K1079,NASDAQ
GE,GENERAL ELECTRIC,Equity,1.96,28.99,"3,232,370.00","93,706,406.30","93,706,406.30",Industrials,2380498,US3696041033,New York Stock Exchange Inc.
T,AT&T INC,Equity,1.88,39.63,"2,275,330.00","90,171,327.90","90,171,327.90",Telecommunications,2831811,US00206R1023,New York Stock Exchange Inc.
WFC,WELLS FARGO,Equity,1.88,53.84,"1,668,279.00","89,820,141.36","89,820,141.36",Financials,2649100,US9497461015,New York Stock Exchange Inc.
BAC,BANK OF AMERICA CORP,Equity,1.81,23.34,"3,714,114.00","86,687,420.76","86,687,420.76",Financials,2295677,US0605051046,New York Stock Exchange Inc.
PG,PROCTER & GAMBLE,Equity,1.73,87.33,"947,134.00","82,713,212.22","82,713,212.22",Consumer Staples,2704407,US7427181091,New York Stock Exchange Inc.
CVX,CHEVRON CORP,Equity,1.56,106.7,"701,359.00","74,835,005.30","74,835,005.30",Energy,2838555,US1667641005,New York Stock Exchange Inc.
PFE,PFIZER INC,Equity,1.56,33.92,"2,205,063.00","74,795,736.96","74,795,736.96",Health Care,2684703,US7170811035,New York Stock Exchange Inc.
HD,HOME DEPOT INC,Equity,1.47,156.1,"451,311.00","70,449,647.10","70,449,647.10",Consumer Discretionary,2434209,US4370761029,New York Stock Exchange Inc.
VZ,VERIZON COMMUNICATIONS INC,Equity,1.45,45.91,"1,510,192.00","69,332,914.72","69,332,914.72",Telecommunications,2090571,US92343V1044,New York Stock Exchange Inc.
CMCSA,COMCAST A CORP,Equity,1.44,39.19,"1,753,372.00","68,714,648.68","68,714,648.68",Consumer Discretionary,2044545,US20030N1019,NASDAQ
PM,PHILIP MORRIS INTERNATIONAL INC,Equity,1.33,110.84,"574,757.00","63,706,065.88","63,706,065.88",Consumer Staples,B2PKRQ3,US7181721090,New York Stock Exchange Inc.
MRK,MERCK & CO INC,Equity,1.33,62.33,"1,017,182.00","63,400,954.06","63,400,954.06",Health Care,2778844,US58933Y1055,New York Stock Exchange Inc.
INTC,INTEL CORPORATION CORP,Equity,1.32,36.15,"1,751,642.00","63,321,858.30","63,321,858.30",Information Technology,2463247,US4581401001,NASDAQ
CSCO,CISCO SYSTEMS INC,Equity,1.32,34.07,"1,855,313.00","63,210,513.91","63,210,513.91",Information Technology,2198163,US17275R1023,NASDAQ
V,VISA INC CLASS A,Equity,1.31,91.22,"688,368.00","62,792,928.96","62,792,928.96",Information Technology,B2PZN04,US92826C8394,New York Stock Exchange Inc.
UNH,UNITEDHEALTH GROUP INC,Equity,1.3,174.88,"356,385.00","62,324,608.80","62,324,608.80",Health Care,2917766,US91324P1021,New York Stock Exchange Inc.
DIS,WALT DISNEY,Equity,1.3,115.6,"538,965.00","62,304,354.00","62,304,354.00",Consumer Discretionary,2270726,US2546871060,New York Stock Exchange Inc.
