iShares S&P 100 ETF,,,,,,,,,,,
Inception Date,"Oct 23, 2000",,,,,,,,,,
Fund Holdings as of,"Jun 30, 2017",,,,,,,,,,
Total Net Assets,"4,713,229,191.11",,,,,,,,,,
Shares Outstanding,"44,100,000.00",,,,,,,,,,
Stock,-,,,,,,,,,,
Bond,-,,,,,,,,,,
Cash,-,,,,,,,,,,
Other,-,,,,,,,,,,
 ,,,,,,,,,,,
Ticker,Name,Asset Class,Weight (%),Price,Shares,Market Value,Notional Value,Sector,SEDOL,ISIN,Exchange
AAPL,APPLE INC,Equity,5.76,144.02,"1,886,448.00","271,686,240.96","271,686,240.96",Information Technology,2046251,US0378331005,NASDAQ
MSFT,MICROSOFT CORP,Equity,4.09,68.93,"2,793,401.00","192,549,130.93","192,549,130.93",Information Technology,2588173,US5949181045,NASDAQ
AMZN,AMAZON COM INC,Equity,2.95,968,"143,539.00","138,945,752.00","138,945,752.00",Consumer Discretionary,2000019,US0231351067,NASDAQ
FB,FACEBOOK CLASS A INC,Equity,2.74,150.98,"855,237.00","129,123,682.26","129,123,682.26",Information Technology,B7TL820,US30303M1027,NASDAQ
JNJ,JOHNSON & JOHNSON,Equity,2.74,132.29,"974,670.00","128,939,094.30","128,939,094.30",Health Care,2475833,US4781601046,New York Stock Exchange Inc.
XOM,EXXON MOBIL CORP,Equity,2.63,80.73,"1,533,108.00","123,767,808.84","123,767,808.84",Energy,2326618,US30231G1022,New York Stock Exchange Inc.
JPM,JPMORGAN CHASE & CO,Equity,2.49,91.4,"1,285,459.00","117,490,952.60","117,490,952.60",Financials,2190385,US46625H1005,New York Stock Exchange Inc.
BRKB,BERKSHIRE HATHAWAY INC CLASS B,Equity,2.47,169.37,"687,264.00","116,401,903.68","116,401,903.68",Financials,2073390,US0846707026,New York Stock Exchange Inc.
GOOGL,ALPHABET INC CLASS A,Equity,2.12,929.68,"107,687.00","100,114,450.16","100,114,450.16",Information Technology,BYVY8G0,US02079K3059,NASDAQ
GOOG,ALPHABET INC CLASS C,Equity,2.08,908.73,"107,962.00","98,108,308.26","98,108,308.26",Information Technology,BYY88Y7,US02079K1079,NASDAQ
WFC,WELLS FARGO,Equity,1.91,55.41,"1,627,296.00","90,168,471.36","90,168,471.36",Financials,2649100,US9497461015,New York Stock Exchange Inc.
BAC,BANK OF AMERICA CORP,Equity,1.85,24.26,"3,600,749.00","87,354,170.74","87,354,170.74",Financials,2295677,US0605051046,New York Stock Exchange Inc.
GE,GENERAL ELECTRIC,Equity,1.81,27.01,"3,150,947.00","85,107,078.47","85,107,078.47",Industrials,2380498,US3696041033,New York Stock Exchange Inc.
T,AT&T INC,Equity,1.78,37.73,"2,224,441.00","83,928,158.93","83,928,158.93",Telecommunications,2831811,US00206R1023,New York Stock Exchange Inc.
PG,PROCTER & GAMBLE,Equity,1.71,87.15,"925,384.00","80,647,215.60","80,647,215.60",Consumer Staples,2704407,US7427181091,New York Stock Exchange Inc.
PFE,PFIZER INC,Equity,1.54,33.59,"2,159,257.00","72,529,442.63","72,529,442.63",Health Care,2684703,US7170811035,New York Stock Exchange Inc.
CVX,CHEVRON CORP,Equity,1.52,104.33,"685,480.00","71,516,128.40","71,516,128.40",Energy,2838555,US1667641005,New York Stock Exchange Inc.
CMCSA,COMCAST A CORP,Equity,1.41,38.92,"1,712,368.00","66,645,362.56","66,645,362.56",Consumer Discretionary,2044545,US20030N1019,NASDAQ
C,CITIGROUP INC,Equity,1.41,66.88,"996,171.00","66,623,916.48","66,623,916.48",Financials,2297907,US1729674242,New York Stock Exchange Inc.
HD,HOME DEPOT INC,Equity,1.41,153.4,"432,570.00","66,356,238.00","66,356,238.00",Consumer Discretionary,2434209,US4370761029,New York Stock Exchange Inc.
PM,PHILIP MORRIS INTERNATIONAL INC,Equity,1.4,117.45,"561,951.00","66,001,144.95","66,001,144.95",Consumer Staples,B2PKRQ3,US7181721090,New York Stock Exchange Inc.
VZ,VERIZON COMMUNICATIONS INC,Equity,1.4,44.66,"1,475,978.00","65,917,177.48","65,917,177.48",Telecommunications,2090571,US92343V1044,New York Stock Exchange Inc.
UNH,UNITEDHEALTH GROUP INC,Equity,1.37,185.42,"348,667.00","64,649,835.14","64,649,835.14",Health Care,2917766,US91324P1021,New York Stock Exchange Inc.
MRK,MERCK & CO INC,Equity,1.35,64.09,"989,625.00","63,425,066.25","63,425,066.25",Health Care,2778844,US58933Y1055,New York Stock Exchange Inc.
V,VISA INC CLASS A,Equity,1.33,93.78,"668,001.00","62,645,133.78","62,645,133.78",Information Technology,B2PZN04,US92826C8394,New York Stock Exchange Inc.
KO,COCA-COLA,Equity,1.32,44.85,"1,391,289.00","62,399,311.65","62,399,311.65",Consumer Staples,2206657,US1912161007,New York Stock Exchange Inc.
PEP,PEPSICO INC,Equity,1.27,115.49,"516,854.00","59,691,468.46","59,691,468.46",Consumer Staples,2681511,US7134481081,New York Stock Exchange Inc.
