iShares S&P 100 ETF,,,,,,,,,,,
Inception Date,"Oct 23, 2000",,,,,,,,,,
Fund Holdings as of,"May 31, 2017",,,,,,,,,,
Total Net Assets,"4,706,450,245.56",,,,,,,,,,
Shares Outstanding,"44,050,000.00",,,,,,,,,,
Stock,-,,,,,,,,,,
Bond,-,,,,,,,,,,
Cash,-,,,,,,,,,,
Other,-,,,,,,,,,,
 ,,,,,,,,,,,
Ticker,Name,Asset Class,Weight (%),Price,Shares,Market Value,Notional Value,Sector,SEDOL,ISIN,Exchange
AAPL,APPLE INC,Equity,6.15,152.76,"1,896,335.00","289,684,134.60","289,684,134.60",Information Technology,2046251,US0378331005,NASDAQ
MSFT,MICROSOFT CORP,Equity,4.14,69.84,"2,793,065.00","195,067,659.60","195,067,659.60",Information Technology,2588173,US5949181045,NASDAQ
AMZN,AMAZON COM INC,Equity,3.03,994.62,"143,163.00","142,392,783.06","142,392,783.06",Consumer Discretionary,2000019,US0231351067,NASDAQ
FB,FACEBOOK CLASS A INC,Equity,2.74,151.46,"851,264.00","128,932,445.44","128,932,445.44",Information Technology,B7TL820,US30303M1027,NASDAQ
JNJ,JOHNSON & JOHNSON,Equity,2.67,128.25,"980,725.00","125,777,981.25","125,777,981.25",Health Care,2475833,US4781601046,New York Stock Exchange Inc.
XOM,EXXON MOBIL CORP,Equity,2.56,80.5,"1,498,729.00","120,647,684.50","120,647,684.50",Energy,2326618,US30231G1022,New York Stock Exchange Inc.
BRKB,BERKSHIRE HATHAWAY INC CLASS B,Equity,2.41,165.28,"686,492.00","113,463,397.76","113,463,397.76",Financials,2073390,US0846707026,New York Stock Exchange Inc.
JPM,JPMORGAN CHASE & CO,Equity,2.25,82.15,"1,291,070.00","106,061,400.50","106,061,400.50",Financials,2190385,US46625H1005,New York Stock Exchange Inc.
GOOGL,ALPHABET INC CLASS A,Equity,2.25,987.09,"107,389.00","106,002,608.01","106,002,608.01",Information Technology,BYVY8G0,US02079K3059,NASDAQ
GOOG,ALPHABET INC CLASS C,Equity,2.19,964.86,"106,812.00","103,058,626.32","103,058,626.32",Information Technology,BYY88Y7,US02079K1079,NASDAQ
GE,GENERAL ELECTRIC,Equity,1.83,27.38,"3,153,520.00","86,343,377.60","86,343,377.60",Industrials,2380498,US3696041033,New York Stock Exchange Inc.
T,AT&T INC,Equity,1.82,38.53,"2,219,814.00","85,529,433.42","85,529,433.42",Telecommunications,2831811,US00206R1023,New York Stock Exchange Inc.
WFC,WELLS FARGO,Equity,1.77,51.14,"1,627,597.00","83,235,310.58","83,235,310.58",Financials,2649100,US9497461015,New York Stock Exchange Inc.
PG,PROCTER & GAMBLE,Equity,1.73,88.09,"924,016.00","81,396,569.44","81,396,569.44",Consumer Staples,2704407,US7427181091,New York Stock Exchange Inc.
BAC,BANK OF AMERICA CORP,Equity,1.73,22.41,"3,623,502.00","81,202,679.82","81,202,679.82",Financials,2295677,US0605051046,New York Stock Exchange Inc.
CMCSA,COMCAST A CORP,Equity,1.52,41.69,"1,710,594.00","71,314,663.86","71,314,663.86",Consumer Discretionary,2044545,US20030N1019,NASDAQ
CVX,CHEVRON CORP,Equity,1.5,103.48,"684,239.00","70,805,051.72","70,805,051.72",Energy,2838555,US1667641005,New York Stock Exchange Inc.
PFE,PFIZER INC,Equity,1.49,32.65,"2,151,256.00","70,238,508.40","70,238,508.40",Health Care,2684703,US7170811035,New York Stock Exchange Inc.
VZ,VERIZON COMMUNICATIONS INC,Equity,1.46,46.64,"1,473,354.00","68,717,230.56","68,717,230.56",Telecommunications,2090571,US92343V1044,New York Stock Exchange Inc.
HD,HOME DEPOT INC,Equity,1.44,153.51,"440,290.00","67,588,917.90","67,588,917.90",Consumer Discretionary,2434209,US4370761029,New York Stock Exchange Inc.
PM,PHILIP MORRIS INTERNATIONAL INC,Equity,1.43,119.8,"560,749.00","67,177,730.20","67,177,730.20",Consumer Staples,B2PKRQ3,US7181721090,New York Stock Exchange Inc.
MRK,MERCK & CO INC,Equity,1.37,65.11,"992,377.00","64,613,666.47","64,613,666.47",Health Care,2778844,US58933Y1055,New York Stock Exchange Inc.
V,VISA INC CLASS A,Equity,1.36,95.23,"671,576.00","63,954,182.48","63,954,182.48",Information Technology,B2PZN04,US92826C8394,New York Stock Exchange Inc.
KO,COCA-COLA,Equity,1.35,45.47,"1,396,664.00","63,506,312.08","63,506,312.08",Consumer Staples,2206657,US1912161007,New York Stock Exchange Inc.
INTC,INTEL CORPORATION CORP,Equity,1.31,36.11,"1,708,894.00","61,708,162.34","61,708,162.34",Information Technology,2463247,US4581401001,NASDAQ
UNH,UNITEDHEALTH GROUP INC,Equity,1.29,175.18,"347,732.00","60,915,691.76","60,915,691.76",Health Care,2917766,US91324P1021,New York Stock Exchange Inc.
C,CITIGROUP INC,Equity,1.29,60.54,"1,001,444.00","60,627,419.76","60,627,419.76",Financials,2297907,US1729674242,New York Stock Exchange Inc.
