iShares S&P 100 ETF,,,,,,,,,,,
Inception Date,"Oct 23, 2000",,,,,,,,,,
Fund Holdings as of,"Jul 31, 2017",,,,,,,,,,
Total Net Assets,"4,770,053,021.64",,,,,,,,,,
Shares Outstanding,"43,700,000.00",,,,,,,,,,
Stock,-,,,,,,,,,,
Bond,-,,,,,,,,,,
Cash,-,,,,,,,,,,
Other,-,,,,,,,,,,
 ,,,,,,,,,,,
Ticker,Name,Asset Class,Weight (%),Price,Shares,Market Value,Notional Value,Sector,SEDOL,ISIN,Exchange
AAPL,APPLE INC,Equity,5.83,148.73,"1,869,336.00","278,026,343.28","278,026,343.28",Information Technology,2046251,US0378331005,NASDAQ
MSFT,MICROSOFT CORP,Equity,4.22,72.7,"2,768,065.00","201,238,325.50","201,238,325.50",Information Technology,2588173,US5949181045,NASDAQ
FB,FACEBOOK CLASS A INC,Equity,3.01,169.25,"847,477.00","143,435,482.25","143,435,482.25",Information Technology,B7TL820,US30303M1027,NASDAQ
AMZN,AMAZON COM INC,Equity,2.95,987.78,"142,235.00","140,496,888.30","140,496,888.30",Consumer Discretionary,2000019,US0231351067,NASDAQ
JNJ,JOHNSON & JOHNSON,Equity,2.69,132.72,"965,830.00","128,184,957.60","128,184,957.60",Health Care,2475833,US4781601046,New York Stock Exchange Inc.
XOM,EXXON MOBIL CORP,Equity,2.55,80.04,"1,519,204.00","121,597,088.16","121,597,088.16",Energy,2326618,US30231G1022,New York Stock Exchange Inc.
BRKB,BERKSHIRE HATHAWAY INC CLASS B,Equity,2.5,174.97,"681,032.00","119,160,169.04","119,160,169.04",Financials,2073390,US0846707026,New York Stock Exchange Inc.
JPM,JPMORGAN CHASE & CO,Equity,2.45,91.8,"1,273,803.00","116,935,115.40","116,935,115.40",Financials,2190385,US46625H1005,New York Stock Exchange Inc.
GOOGL,ALPHABET INC CLASS A,Equity,2.11,945.5,"106,711.00","100,895,250.50","100,895,250.50",Information Technology,BYVY8G0,US02079K3059,NASDAQ
GOOG,ALPHABET INC CLASS C,Equity,2.09,930.5,"106,986.00","99,550,473.00","99,550,473.00",Information Technology,BYY88Y7,US02079K1079,NASDAQ
WFC,WELLS FARGO,Equity,1.82,53.94,"1,612,536.00","86,980,191.84","86,980,191.84",Financials,2649100,US9497461015,New York Stock Exchange Inc.
BAC,BANK OF AMERICA CORP,Equity,1.8,24.12,"3,568,093.00","86,062,403.16","86,062,403.16",Financials,2295677,US0605051046,New York Stock Exchange Inc.
T,AT&T INC,Equity,1.8,39,"2,204,265.00","85,966,335.00","85,966,335.00",Telecommunications,2831811,US00206R1023,New York Stock Exchange Inc.
PG,PROCTER & GAMBLE,Equity,1.75,90.82,"916,992.00","83,281,213.44","83,281,213.44",Consumer Staples,2704407,US7427181091,New York Stock Exchange Inc.
GE,GENERAL ELECTRIC,Equity,1.68,25.61,"3,122,363.00","79,963,716.43","79,963,716.43",Industrials,2380498,US3696041033,New York Stock Exchange Inc.
CVX,CHEVRON CORP,Equity,1.55,109.19,"679,264.00","74,168,836.16","74,168,836.16",Energy,2838555,US1667641005,New York Stock Exchange Inc.
PFE,PFIZER INC,Equity,1.49,33.16,"2,139,673.00","70,951,556.68","70,951,556.68",Health Care,2684703,US7170811035,New York Stock Exchange Inc.
VZ,VERIZON COMMUNICATIONS INC,Equity,1.48,48.4,"1,462,594.00","70,789,549.60","70,789,549.60",Telecommunications,2090571,US92343V1044,New York Stock Exchange Inc.
CMCSA,COMCAST A CORP,Equity,1.44,40.45,"1,696,840.00","68,637,178.00","68,637,178.00",Consumer Discretionary,2044545,US20030N1019,NASDAQ
C,CITIGROUP INC,Equity,1.42,68.45,"987,139.00","67,569,664.55","67,569,664.55",Financials,2297907,US1729674242,New York Stock Exchange Inc.
UNH,UNITEDHEALTH GROUP INC,Equity,1.39,191.81,"345,507.00","66,271,697.67","66,271,697.67",Health Care,2917766,US91324P1021,New York Stock Exchange Inc.
V,VISA INC CLASS A,Equity,1.38,99.56,"661,945.00","65,903,244.20","65,903,244.20",Information Technology,B2PZN04,US92826C8394,New York Stock Exchange Inc.
PM,PHILIP MORRIS INTERNATIONAL INC,Equity,1.36,116.71,"556,855.00","64,990,547.05","64,990,547.05",Consumer Staples,B2PKRQ3,US7181721090,New York Stock Exchange Inc.
HD,HOME DEPOT INC,Equity,1.34,149.6,"428,650.00","64,126,040.00","64,126,040.00",Consumer Discretionary,2434209,US4370761029,New York Stock Exchange Inc.
KO,COCA-COLA,Equity,1.32,45.84,"1,378,673.00","63,198,370.32","63,198,370.32",Consumer Staples,2206657,US1912161007,New York Stock Exchange Inc.
MRK,MERCK & CO INC,Equity,1.31,63.88,"980,649.00","62,643,858.12","62,643,858.12",Health Care,2778844,US58933Y1055,New York Stock Exchange Inc.
INTC,INTEL CORPORATION CORP,Equity,1.26,35.47,"1,688,333.00","59,885,171.51","59,885,171.51",Information Technology,2463247,US4581401001,NASDAQ
