iShares S&P 100 ETF,,,,,,,,,,,
Inception Date,"Oct 23, 2000",,,,,,,,,,
Fund Holdings as of,"Feb 28, 2017",,,,,,,,,,
Total Net Assets,"4,589,553,336.06",,,,,,,,,,
Shares Outstanding,"43,650,000.00",,,,,,,,,,
Stock,-,,,,,,,,,,
Bond,-,,,,,,,,,,
Cash,-,,,,,,,,,,
Other,-,,,,,,,,,,
 ,,,,,,,,,,,
Ticker,Name,Asset Class,Weight (%),Price,Shares,Market Value,Notional Value,Sector,SEDOL,ISIN,Exchange
AAPL,APPLE INC,Equity,5.67,136.99,"1,895,860.00","259,713,861.40","259,713,861.40",Information Technology,2046251,US0378331005,NASDAQ
MSFT,MICROSOFT CORP,Equity,3.86,63.98,"2,764,462.00","176,870,278.76","176,870,278.76",Information Technology,2588173,US5949181045,NASDAQ
XOM,EXXON MOBIL CORP,Equity,2.62,81.32,"1,474,320.00","119,891,702.40","119,891,702.40",Energy,2326618,US30231G1022,New York Stock Exchange Inc.
AMZN,AMAZON COM INC,Equity,2.58,845.04,"140,219.00","118,490,663.76","118,490,663.76",Consumer Discretionary,2000019,US0231351067,NASDAQ
JNJ,JOHNSON & JOHNSON,Equity,2.58,122.21,"967,264.00","118,209,333.44","118,209,333.44",Health Care,2475833,US4781601046,New York Stock Exchange Inc.
BRKB,BERKSHIRE HATHAWAY INC CLASS B,Equity,2.52,171.42,"675,128.00","115,730,441.76","115,730,441.76",Financials,2073390,US0846707026,New York Stock Exchange Inc.
JPM,JPMORGAN CHASE & CO,Equity,2.51,90.62,"1,272,221.00","115,288,667.02","115,288,667.02",Financials,2190385,US46625H1005,New York Stock Exchange Inc.
FB,FACEBOOK CLASS A INC,Equity,2.46,135.54,"832,262.00","112,804,791.48","112,804,791.48",Information Technology,B7TL820,US30303M1027,NASDAQ
GE,GENERAL ELECTRIC,Equity,2.05,29.81,"3,145,258.00","93,760,140.98","93,760,140.98",Industrials,2380498,US3696041033,New York Stock Exchange Inc.
WFC,WELLS FARGO,Equity,2.03,57.88,"1,607,073.00","93,017,385.24","93,017,385.24",Financials,2649100,US9497461015,New York Stock Exchange Inc.
T,AT&T INC,Equity,1.99,41.79,"2,183,380.00","91,243,450.20","91,243,450.20",Telecommunications,2831811,US00206R1023,New York Stock Exchange Inc.
GOOGL,ALPHABET INC CLASS A,Equity,1.94,844.93,"105,269.00","88,944,936.17","88,944,936.17",Information Technology,BYVY8G0,US02079K3059,NASDAQ
BAC,BANK OF AMERICA CORP,Equity,1.93,24.68,"3,592,764.00","88,669,415.52","88,669,415.52",Financials,2295677,US0605051046,New York Stock Exchange Inc.
GOOG,ALPHABET INC CLASS C,Equity,1.89,823.21,"105,518.00","86,863,472.78","86,863,472.78",Information Technology,BYY88Y7,US02079K1079,NASDAQ
PG,PROCTER & GAMBLE,Equity,1.89,91.07,"951,428.00","86,646,547.96","86,646,547.96",Consumer Staples,2704407,US7427181091,New York Stock Exchange Inc.
CVX,CHEVRON CORP,Equity,1.65,112.5,"671,178.00","75,507,525.00","75,507,525.00",Energy,2838555,US1667641005,New York Stock Exchange Inc.
PFE,PFIZER INC,Equity,1.61,34.12,"2,157,554.00","73,615,742.48","73,615,742.48",Health Care,2684703,US7170811035,New York Stock Exchange Inc.
VZ,VERIZON COMMUNICATIONS INC,Equity,1.57,49.63,"1,449,414.00","71,934,416.82","71,934,416.82",Telecommunications,2090571,US92343V1044,New York Stock Exchange Inc.
MRK,MERCK & CO INC,Equity,1.41,65.87,"980,278.00","64,570,911.86","64,570,911.86",Health Care,2778844,US58933Y1055,New York Stock Exchange Inc.
CMCSA,COMCAST A CORP,Equity,1.39,37.42,"1,697,693.00","63,527,672.06","63,527,672.06",Consumer Discretionary,2044545,US20030N1019,NASDAQ
HD,HOME DEPOT INC,Equity,1.37,144.91,"433,106.00","62,761,390.46","62,761,390.46",Consumer Discretionary,2434209,US4370761029,New York Stock Exchange Inc.
CSCO,CISCO SYSTEMS INC,Equity,1.33,34.18,"1,784,730.00","61,002,071.40","61,002,071.40",Information Technology,2198163,US17275R1023,NASDAQ
INTC,INTEL CORPORATION CORP,Equity,1.33,36.2,"1,684,912.00","60,993,814.40","60,993,814.40",Information Technology,2463247,US4581401001,NASDAQ
C,CITIGROUP INC,Equity,1.32,59.81,"1,013,196.00","60,599,252.76","60,599,252.76",Financials,2297907,US1729674242,New York Stock Exchange Inc.
PM,PHILIP MORRIS INTERNATIONAL INC,Equity,1.32,109.35,"551,566.00","60,313,742.10","60,313,742.10",Consumer Staples,B2PKRQ3,US7181721090,New York Stock Exchange Inc.
V,VISA INC CLASS A,Equity,1.27,87.94,"664,006.00","58,392,687.64","58,392,687.64",Information Technology,B2PZN04,US92826C8394,New York Stock Exchange Inc.
KO,COCA-COLA,Equity,1.26,41.96,"1,380,090.00","57,908,576.40","57,908,576.40",Consumer Staples,2206657,US1912161007,New York Stock Exchange Inc.
